Name,Label,Canton_name
Bischofszell,25,St. Gallen
Bissone,13,Mendrisio
Bister,21,Chur
Bitsch,21,Chur
Bivio,21,Chur
Bière,3,Bulle
Blatten,21,Chur
Blauen,22,Basel
Bleienbach,18,Vechigen
Blenio,2,Lugano
Blitzingen,21,Chur
Blonay,3,Bulle
Blumenstein,0,Thun
Bodio,2,Lugano
Bofflens,3,Bulle
Bogis-Bossey,6,Lausanne
Bolken,18,Vechigen
Bolligen,0,Thun
Boltigen,0,Thun
Bonaduz,21,Chur
Boncourt,15,Luzern
Bonfol,15,Luzern
Boningen,1,Bern
Boniswil,10,Baden
Bonstetten,23,Zürich
Bonvillars,22,Basel
Boppelsen,4,Küsnacht (ZH)
Borex,6,Lausanne
Bosco/Gurin,2,Lugano
Bossonnens,3,Bulle
Boswil,23,Zürich
Bottens,6,Lausanne
Bottenwil,5,Sursee
Botterens,3,Bulle
Bottighofen,11,Winterthur
Bottmingen,22,Basel
Boudry,24,La Chaux-de-Fonds
Bougy-Villars,3,Bulle
Boulens,17,Murten
Bourg-Saint-Pierre,3,Bulle
Bourg-en-Lavaux,6,Lausanne
Bournens,6,Lausanne
Bourrignon,16,Biel/Bienne
Boussens,6,Lausanne
Bovernier,3,Bulle
Bowil,0,Thun
Boécourt,16,Biel/Bienne
Braunau,11,Winterthur
Bregaglia,21,Chur
Breggia,13,Mendrisio
Breil/Brigels,21,Chur
Breitenbach,22,Basel
Bremblens,6,Lausanne
Bremgarten (AG),23,Zürich
Bremgarten bei Bern,1,Bern
Brenles,19,Estavayer-le-Lac
Brenzikofen,0,Thun
Bretigny-sur-Morrens,6,Lausanne
Bretonnières,3,Bulle
Bretzwil,22,Basel
Brienz (BE),9,Horw
Brienzwiler,9,Horw
Brig-Glis,7,Sion
Brione (Verzasca),2,Lugano
Brione sopra Minusio,2,Lugano
Brislach,22,Basel
Brissago,2,Lugano
Brittnau,1,Bern
Broc,3,Bulle
Brot-Dessous,24,La Chaux-de-Fonds
Brot-Plamboz,24,La Chaux-de-Fonds
Brugg,10,Baden
Brunegg,10,Baden
Brusino Arsizio,13,Mendrisio
Brusio,7,Sion
Brügg,16,Biel/Bienne
Brünisried,1,Bern
Brüttelen,1,Bern
Brütten,23,Zürich
Bubendorf,22,Basel
Bubikon,11,Winterthur
Buch (SH),23,Zürich
Buch am Irchel,4,Küsnacht (ZH)
Buchberg,4,Küsnacht (ZH)
Buchegg,16,Biel/Bienne
Buchholterberg,0,Thun
Buchillon,6,Lausanne
Buchrain,20,Zug
Buchs (AG),1,Bern
Buchs (SG),21,Chur
Buchs (ZH),4,Küsnacht (ZH)
Buckten,1,Bern
Bulle,3,Bulle
Bullet,24,La Chaux-de-Fonds
Buochs,9,Horw
Bure,15,Luzern
Burg (AG),10,Baden
Burg im Leimental,22,Basel
Burgdorf,11,Winterthur
Burgistein,0,Thun
Bursinel,3,Bulle
Bursins,3,Bulle
Burtigny,3,Bulle
Buseno,2,Lugano
Bussigny,6,Lausanne
Bussnang,11,Winterthur
Busswil bei Melchnau,1,Bern
Bussy (FR),19,Estavayer-le-Lac
Bussy-Chardonney,6,Lausanne
Bussy-sur-Moudon,19,Estavayer-le-Lac
Buttisholz,5,Sursee
Buttwil,15,Luzern
Buus,25,St. Gallen
Bäretswil,11,Winterthur
Bäriswil,18,Vechigen
Bärschwil,22,Basel
Bätterkinden,15,Luzern
Bättwil,22,Basel
Böbikon,10,Baden
Böckten,25,St. Gallen
Bönigen,9,Horw
Bösingen,1,Bern
Böttstein,10,Baden
Bözberg,10,Baden
Bözen,25,St. Gallen
Büetigen,16,Biel/Bienne
Bühl,1,Bern
Bühler,21,Chur
Bülach,4,Küsnacht (ZH)
Bünzen,23,Zürich
Bürchen,7,Sion
Büren (SO),22,Basel
Büren an der Aare (Urne commune),16,Biel/Bienne
Bürglen (TG),11,Winterthur
Bürglen (UR),9,Horw
Büron,5,Sursee
Büsserach,22,Basel
Bütschwil-Ganterschwil,21,Chur
Büttenhardt,23,Zürich
Büttikon,10,Baden
Cademario,2,Lugano
Cadempino,2,Lugano
Cadenazzo,2,Lugano
Calanca,2,Lugano
Cama,2,Lugano
Camorino,2,Lugano
Campo (Vallemaggia),2,Lugano
Canobbio,2,Lugano
Capriasca,2,Lugano
Carouge (GE),14,Genève
Carrouge (VD),19,Estavayer-le-Lac
Cartigny,14,Genève
Caslano,2,Lugano
Castaneda,2,Lugano
Castel San Pietro,13,Mendrisio
Casti-Wergenstein,21,Chur
Cazis,21,Chur
Celerina/Schlarigna,21,Chur
Centovalli,2,Lugano
Cerentino,2,Lugano
Cevio,2,Lugano
Chalais,7,Sion
Cham,20,Zug
Chamblon,24,La Chaux-de-Fonds
Chamoson,3,Bulle
Champagne,24,La Chaux-de-Fonds
Champoz,16,Biel/Bienne
Champtauroz,17,Murten
Champvent,24,La Chaux-de-Fonds
Champéry,3,Bulle
Chancy,14,Genève
Chapelle (Glâne),19,Estavayer-le-Lac
Chardonne,3,Bulle
Charrat,3,Bulle
Chavannes-de-Bogis,14,Genève
Chavannes-des-Bois,14,Genève
Chavannes-le-Chêne,19,Estavayer-le-Lac
Chavannes-le-Veyron,3,Bulle
Chavannes-près-Renens,6,Lausanne
Chavannes-sur-Moudon,19,Estavayer-le-Lac
Chavornay,24,La Chaux-de-Fonds
Cheiry,19,Estavayer-le-Lac
Chermignon,7,Sion
Chesalles-sur-Moudon,19,Estavayer-le-Lac
Cheseaux-Noréaz,17,Murten
Cheseaux-sur-Lausanne,6,Lausanne
Chessel,3,Bulle
Chevilly,3,Bulle
Chevroux,17,Murten
Chexbres,3,Bulle
Cheyres,19,Estavayer-le-Lac
Chiasso,13,Mendrisio
Chigny,6,Lausanne
Chippis,7,Sion
Choulex,14,Genève
Chur,21,Chur
Churwalden,21,Chur
Châbles,19,Estavayer-le-Lac
Château-d'Oex,3,Bulle
Châtel-Saint-Denis,3,Bulle
Châtel-sur-Montsalvens,3,Bulle
Châtillon (FR),19,Estavayer-le-Lac
Châtillon (JU),16,Biel/Bienne
Châtonnaye,19,Estavayer-le-Lac
Chénens,19,Estavayer-le-Lac
Chéserex,6,Lausanne
Chésopelloz,19,Estavayer-le-Lac
Chêne-Bougeries,14,Genève
Chêne-Bourg,14,Genève
Chêne-Pâquier,17,Murten
Clarmont,6,Lausanne
Claro,2,Lugano
Clavaleyres (Urne commune),17,Murten
Clos du Doubs,15,Luzern
Coeuve,15,Luzern
Coinsins,3,Bulle
Coldrerio,13,Mendrisio
Collex-Bossy,14,Genève
Collina d'Oro,2,Lugano
Collombey-Muraz,3,Bulle
Collonge-Bellerive,14,Genève
Collonges,3,Bulle
Cologny,14,Genève
Comano,2,Lugano
Commugny,14,Genève
Concise,22,Basel
Confignon,14,Genève
Conters im Prättigau,21,Chur
Conthey,3,Bulle
Coppet,14,Genève
Corban,22,Basel
Corbeyrier,3,Bulle
Corbières,3,Bulle
Corcelles (BE),22,Basel
Corcelles-Cormondrèche,24,La Chaux-de-Fonds
Corcelles-le-Jorat,6,Lausanne
Corcelles-près-Concise,22,Basel
Corcelles-près-Payerne,17,Murten
Corcelles-sur-Chavornay,17,Murten
Corgémont,15,Luzern
Corippo,2,Lugano
Corminboeuf,8,Fribourg
Cormoret,15,Luzern
Cornaux,24,La Chaux-de-Fonds
Cornol,15,Luzern
Corpataux-Magnedens,8,Fribourg
Corseaux,3,Bulle
Corserey,19,Estavayer-le-Lac
Corsier (GE),14,Genève
Corsier-sur-Vevey,3,Bulle
Cortaillod,24,La Chaux-de-Fonds
Cortébert,15,Luzern
Cossonay,6,Lausanne
Cottens (FR),8,Fribourg
Cottens (VD),6,Lausanne
Courchapoix,22,Basel
Courchavon,15,Luzern
Courgenay,15,Luzern
Courgevaux,17,Murten
Courlevon,17,Murten
Courrendlin,16,Biel/Bienne
Courroux,16,Biel/Bienne
Court,16,Biel/Bienne
Courtedoux,15,Luzern
Courtelary,15,Luzern
Courtepin,17,Murten
Courtételle,16,Biel/Bienne
Crans-près-Céligny,6,Lausanne
Crassier,6,Lausanne
Cremin,19,Estavayer-le-Lac
Cresciano,2,Lugano
Cressier (FR),17,Murten
Cressier (NE),24,La Chaux-de-Fonds
Crissier,6,Lausanne
Croglio,2,Lugano
Cronay,17,Murten
Croy,3,Bulle
Crémines,22,Basel
Crésuz,3,Bulle
Cuarnens,3,Bulle
Cuarny,17,Murten
Cudrefin,17,Murten
Cugnasco-Gerra,2,Lugano
Cugy (FR),19,Estavayer-le-Lac
Cugy (VD),6,Lausanne
Cunter,21,Chur
Cureglia,2,Lugano
Curio,2,Lugano
Curtilles,19,Estavayer-le-Lac
Céligny,6,Lausanne
Dachsen,4,Küsnacht (ZH)
Dagmersellen,5,Sursee
Daillens,6,Lausanne
Dallenwil,9,Horw
Dalpe,2,Lugano
Damphreux,15,Luzern
Dardagny,14,Genève
Davos,21,Chur
Degersheim,21,Chur
Deisswil bei Münchenbuchsee (Urne commune),16,Biel/Bienne
Deitingen,15,Luzern
Delley-Portalban,17,Murten
Delémont,16,Biel/Bienne
Denens,6,Lausanne
Denges,6,Lausanne
Densbüren,25,St. Gallen
Derendingen,15,Luzern
Develier,16,Biel/Bienne
Diegten,1,Bern
Dielsdorf,4,Küsnacht (ZH)
Diemerswil,16,Biel/Bienne
Diemtigen,0,Thun
Diepflingen,25,St. Gallen
Diepoldsau,25,St. Gallen
Dierikon,20,Zug
Diessbach bei Büren,16,Biel/Bienne
Diessenhofen,23,Zürich
Dietikon,23,Zürich
Dietlikon,23,Zürich
Dietwil,20,Zug
Dinhard,11,Winterthur
Dintikon,10,Baden
Disentis/Mustér,21,Chur
Dittingen,22,Basel
Dizy,6,Lausanne
Domat/Ems,21,Chur
Domdidier,17,Murten
Domleschg,21,Chur
Dompierre (FR),17,Murten
Dompierre (VD),19,Estavayer-le-Lac
Donat,21,Chur
Donneloye,17,Murten
Doppleschwand,15,Luzern
Dorf,4,Küsnacht (ZH)
Dornach,22,Basel
Dorénaz,3,Bulle
Dottikon,10,Baden
Dotzigen,16,Biel/Bienne
Dozwil,25,St. Gallen
Drei Höfe,18,Vechigen
Duggingen,22,Basel
Duillier,3,Bulle
Dulliken,1,Bern
Dully,3,Bulle
Dägerlen,4,Küsnacht (ZH)
Dällikon,23,Zürich
Däniken,1,Bern
Dänikon,23,Zürich
Därligen,9,Horw
Därstetten,0,Thun
Dättlikon,4,Küsnacht (ZH)
Démoret,17,Murten
Dörflingen,23,Zürich
Döttingen,10,Baden
Dübendorf,23,Zürich
Düdingen,1,Bern
Dürnten,11,Winterthur
Dürrenroth,18,Vechigen
Dürrenäsch,10,Baden
Ebersecken,5,Sursee
Ebikon,20,Zug
Ebnat-Kappel,21,Chur
Echallens,6,Lausanne
Echandens,6,Lausanne
Echarlens,3,Bulle
Echichens,6,Lausanne
Eclépens,6,Lausanne
Ecublens (FR),19,Estavayer-le-Lac
Ecublens (VD),6,Lausanne
Ederswiler,16,Biel/Bienne
Effingen,10,Baden
Egerkingen,1,Bern
Egg,20,Zug
Eggenwil,23,Zürich
Eggerberg,21,Chur
Eggersriet,25,St. Gallen
Eggiwil,0,Thun
Eglisau,4,Küsnacht (ZH)
Egliswil,10,Baden
Egnach,25,St. Gallen
Egolzwil,5,Sursee
Ehrendingen,10,Baden
Eich,15,Luzern
Eichberg,21,Chur
Eiken,25,St. Gallen
Einsiedeln,20,Zug
Eischoll,7,Sion
Eisten,7,Sion
Elfingen,25,St. Gallen
Elgg,11,Winterthur
Ellikon an der Thur,11,Winterthur
Elsau,11,Winterthur
Embd,7,Sion
Embrach,23,Zürich
Emmen,15,Luzern
Emmetten,20,Zug
Endingen,10,Baden
Engelberg,9,Horw
Enges,24,La Chaux-de-Fonds
Ennetbaden,10,Baden
Ennetbürgen,9,Horw
Ennetmoos,9,Horw
Entlebuch,9,Horw
Epalinges,6,Lausanne
Ependes (FR),8,Fribourg
Ependes (VD),17,Murten
Eppenberg-Wöschnau,1,Bern
Epsach,1,Bern
Eptingen,1,Bern
Ergisch,7,Sion
Eriswil,18,Vechigen
Eriz,0,Thun
Erlach,17,Murten
Erlen,25,St. Gallen
Erlenbach (ZH),20,Zug
Erlenbach im Simmental,0,Thun
Erlinsbach (AG),1,Bern
Erlinsbach (SO),1,Bern
Ermatingen,11,Winterthur
Ermensee,15,Luzern
Ernen,21,Chur
Erschwil,22,Basel
Ersigen (Urne commune),18,Vechigen
Erstfeld,9,Horw
Eschenbach (LU),15,Luzern
Eschenbach (SG),21,Chur
Eschenz,23,Zürich
Eschert,16,Biel/Bienne
Eschlikon,11,Winterthur
Escholzmatt-Marbach,9,Horw
Essert-Pittet,24,La Chaux-de-Fonds
Essertes,3,Bulle
Essertines-sur-Rolle,3,Bulle
Essertines-sur-Yverdon,17,Murten
Estavayer-le-Lac,19,Estavayer-le-Lac
Etagnières,6,Lausanne
Etoy,6,Lausanne
Ettingen,22,Basel
Ettiswil,5,Sursee
Etziken,18,Vechigen
Evilard,16,Biel/Bienne
Evionnaz,3,Bulle
Evolène,7,Sion
Eysins,6,Lausanne
Fahrni,0,Thun
Fahrwangen,10,Baden
Fahy,15,Luzern
Faido,2,Lugano
Falera,21,Chur
Faoug,17,Murten
Farnern,15,Luzern
Farvagny,8,Fribourg
Fehraltorf,23,Zürich
Fehren,22,Basel
Felben-Wellhausen,11,Winterthur
Feldbrunnen-St. Niklaus,15,Luzern
Felsberg,21,Chur
Ferden,7,Sion
Ferenbalm,1,Bern
Ferlens (VD),19,Estavayer-le-Lac
Ferpicloz,8,Fribourg
Ferrera,21,Chur
Ferreyres,3,Bulle
Feuerthalen,23,Zürich
Feusisberg,20,Zug
Fey,17,Murten
Fideris,21,Chur
Fiesch,21,Chur
Fieschertal,9,Horw
Fiez,24,La Chaux-de-Fonds
Filisur,21,Chur
Finhaut,3,Bulle
Finsterhennen,1,Bern
Fischbach,5,Sursee
Fischbach-Göslikon,10,Baden
Fischenthal,11,Winterthur
Fischingen,11,Winterthur
Fisibach,23,Zürich
Fislisbach,10,Baden
Flaach,4,Küsnacht (ZH)
Flawil,25,St. Gallen
Flerden,21,Chur
Flims,21,Chur
Flumenthal,15,Luzern
Flums,21,Chur
Flurlingen,23,Zürich
Fläsch,21,Chur
Flüelen,9,Horw
Flühli,9,Horw
Fontaines-sur-Grandson,24,La Chaux-de-Fonds
Fontenais,15,Luzern
Forel (Lavaux),3,Bulle
Forel-sur-Lucens,19,Estavayer-le-Lac
Forst-Längenbühl,0,Thun
Founex,14,Genève
Frasco,2,Lugano
Fraubrunnen,16,Biel/Bienne
Frauenfeld,11,Winterthur
Frauenkappelen,1,Bern
Freienbach,20,Zug
Freienstein-Teufen,4,Küsnacht (ZH)
Freienwil,10,Baden
Freimettigen,0,Thun
Frenkendorf,22,Basel
Fresens,22,Basel
Fribourg,8,Fribourg
Frick,25,St. Gallen
Froideville,6,Lausanne
Frutigen,0,Thun
Fräschels,1,Bern
Fulenbach,1,Bern
Full-Reuenthal,10,Baden
Fully,3,Bulle
Furna,21,Chur
Fällanden,23,Zürich
Féchy,3,Bulle
Fétigny,19,Estavayer-le-Lac
Füllinsdorf,25,St. Gallen
Fürstenau,21,Chur
Gachnang,11,Winterthur
Gais,21,Chur
Gaiserwald,25,St. Gallen
Galgenen,21,Chur
Galmiz,17,Murten
Gals,17,Murten
Gambarogno,2,Lugano
Gampel-Bratsch,7,Sion
Gampelen,17,Murten
Gams,21,Chur
Gansingen,25,St. Gallen
Gebenstorf,10,Baden
Gelterfingen,0,Thun
Gelterkinden,25,St. Gallen
Geltwil,15,Luzern
Gempen,22,Basel
Gempenach,1,Bern
Genolier,3,Bulle
Genthod,14,Genève
Genève,14,Genève
Gerlafingen,15,Luzern
Geroldswil,23,Zürich
Gersau,20,Zug
Gerzensee,0,Thun
Gettnau,5,Sursee
Geuensee,5,Sursee
Giebenach,25,St. Gallen
Giez,24,La Chaux-de-Fonds
Giffers,8,Fribourg
Gilly,3,Bulle
Gimel,3,Bulle
Gingins,6,Lausanne
Giornico,2,Lugano
Gipf-Oberfrick,25,St. Gallen
Gisikon,20,Zug
Giswil,9,Horw
Giubiasco,2,Lugano
Givisiez,8,Fribourg
Givrins,6,Lausanne
Gland,3,Bulle
Glarus,21,Chur
Glarus Nord,21,Chur
Glarus Süd,21,Chur
Glattfelden,4,Küsnacht (ZH)
Gletterens,17,Murten
Gnosca,2,Lugano
Golaten,1,Bern
Goldach,25,St. Gallen
Gollion,6,Lausanne
Gommiswald,21,Chur
Gondiswil,18,Vechigen
Gonten,21,Chur
Gontenschwil,10,Baden
Gordola,2,Lugano
Gorduno,2,Lugano
Gorgier,22,Basel
Gossau (SG),25,St. Gallen
Gossau (ZH),11,Winterthur
Gottlieben,11,Winterthur
Goumoëns,6,Lausanne
Graben,18,Vechigen
Grabs,21,Chur
Grafschaft,21,Chur
Grancia,2,Lugano
Grancy,6,Lausanne
Grandcour,17,Murten
Grandevent,24,La Chaux-de-Fonds
Grandfontaine,15,Luzern
Grandson,24,La Chaux-de-Fonds
Grandval,16,Biel/Bienne
Grandvillard,3,Bulle
Granges (Veveyse),3,Bulle
Granges-Paccot,8,Fribourg
Grangettes,19,Estavayer-le-Lac
Gravesano,2,Lugano
Greifensee,23,Zürich
Grellingen,22,Basel
Grenchen,16,Biel/Bienne
Greng,17,Murten
Grengiols,21,Chur
Grens,6,Lausanne
Greppen,20,Zug
Gresso,2,Lugano
Gretzenbach,1,Bern
Grimisuat,7,Sion
Grindel,22,Basel
Grindelwald,9,Horw
Grolley,19,Estavayer-le-Lac
Grono,2,Lugano
Grossaffoltern,16,Biel/Bienne
Grossdietwil,5,Sursee
Grosshöchstetten,0,Thun
Grosswangen,5,Sursee
Grub (AR),25,St. Gallen
Gruyères,3,Bulle
Gryon,3,Bulle
Grächen,7,Sion
Gränichen,1,Bern
Grône,7,Sion
Grüningen,11,Winterthur
Grüsch,21,Chur
Gsteig,3,Bulle
Gsteigwiler,9,Horw
Gudo,2,Lugano
Guggisberg,1,Bern
Gunzgen,1,Bern
Gurbrü,1,Bern
Gurmels,1,Bern
Gurtnellen,9,Horw
Gurzelen,0,Thun
Guttannen,9,Horw
Guttet-Feschel,7,Sion
Gy,14,Genève
Gächlingen,23,Zürich
Gänsbrunnen,22,Basel
Göschenen,9,Horw
Gündlischwand,9,Horw
Günsberg,15,Luzern
Güttingen,25,St. Gallen
Habkern,9,Horw
Habsburg,10,Baden
Hagenbuch,11,Winterthur
Hagneck,1,Bern
Haldenstein,21,Chur
Hallau,23,Zürich
Hallwil,10,Baden
Halten,18,Vechigen
Hasle (LU),5,Sursee
Hasle bei Burgdorf,18,Vechigen
Hasliberg,9,Horw
Hauenstein-Ifenthal,1,Bern
Hauptwil-Gottshaus,25,St. Gallen
Hausen (AG),10,Baden
Hausen am Albis,20,Zug
Haut-Intyamon,3,Bulle
Haut-Vully,17,Murten
Haute-Ajoie,15,Luzern
Haute-Sorne,16,Biel/Bienne
Hauterive (FR),8,Fribourg
Hauterive (NE),24,La Chaux-de-Fonds
Hauteville,3,Bulle
Hedingen,23,Zürich
Hefenhofen,25,St. Gallen
Heiden,25,St. Gallen
Heiligenschwendi,12,Sigriswil
Heimberg,0,Thun
Heimenhausen,18,Vechigen
Heimiswil,18,Vechigen
Heitenried,1,Bern
Hellikon,25,St. Gallen
Hellsau (Urne commune),18,Vechigen
Hemberg,21,Chur
Hemishofen,23,Zürich
Hemmiken,25,St. Gallen
Hendschiken,10,Baden
Henggart,4,Küsnacht (ZH)
Henniez,19,Estavayer-le-Lac
Herbetswil,22,Basel
Herbligen,0,Thun
Herdern,11,Winterthur
Hergiswil (NW),15,Luzern
Hergiswil bei Willisau,18,Vechigen
Herisau,25,St. Gallen
Hermance,14,Genève
Hermenches,19,Estavayer-le-Lac
Hermiswil,18,Vechigen
Hermrigen,1,Bern
Herrliberg,20,Zug
Hersberg,25,St. Gallen
Herznach,25,St. Gallen
Herzogenbuchsee,18,Vechigen
Hettlingen,4,Küsnacht (ZH)
Hildisrieden,15,Luzern
Hilterfingen,12,Sigriswil
Himmelried,22,Basel
Hindelbank,18,Vechigen
Hinterrhein,2,Lugano
Hinwil,11,Winterthur
Hirschthal,1,Bern
Hirzel,20,Zug
Hittnau,11,Winterthur
Hitzkirch,15,Luzern
Hochdorf,15,Luzern
Hochfelden,23,Zürich
Hochwald,22,Basel
Hofstetten (ZH),11,Winterthur
Hofstetten bei Brienz,9,Horw
Hofstetten-Flüh,22,Basel
Hohenrain,15,Luzern
Hohentannen,25,St. Gallen
Holderbank (AG),10,Baden
Holderbank (SO),1,Bern
Holziken,1,Bern
Homberg,0,Thun
Hombrechtikon,20,Zug
Homburg,11,Winterthur
Honau,20,Zug
Horgen,20,Zug
Horn,25,St. Gallen
Hornussen,25,St. Gallen
Horrenbach-Buchen,0,Thun
Horriwil,18,Vechigen
Horw,9,Horw
Hospental,19,Estavayer-le-Lac
Hubersdorf,15,Luzern
Humlikon,4,Küsnacht (ZH)
Hundwil,21,Chur
Hunzenschwil,1,Bern
Huttwil,18,Vechigen
Häfelfingen,25,St. Gallen
Hägendorf,1,Bern
Häggenschwil,25,St. Gallen
Hägglingen,10,Baden
Härkingen,1,Bern
Häutligen,0,Thun
Hérémence,7,Sion
Höchstetten (Urne commune),18,Vechigen
Hölstein,22,Basel
Höri,23,Zürich
Hünenberg,20,Zug
Hüniken,18,Vechigen
Hüntwangen,4,Küsnacht (ZH)
Hütten,20,Zug
Hüttikon,23,Zürich
Hüttlingen,11,Winterthur
Hüttwilen,11,Winterthur
Icogne,7,Sion
Iffwil,16,Biel/Bienne
Ilanz/Glion,21,Chur
Illgau,20,Zug
Illnau-Effretikon,11,Winterthur
Inden,7,Sion
Ingenbohl,20,Zug
Inkwil,18,Vechigen
