Name,Label,Canton_name
Nuvilly,24,Lausanne
Nyon,5,Genève
Nürensdorf,11,Zürich
Oberbalm,7,Köniz
Oberbipp,25,Basel
Oberbuchsiten,25,Basel
Oberburg,17,Bern
Oberbüren,14,Winterthur
Oberdiessbach,7,Köniz
Oberdorf (BL),3,Muttenz
Oberdorf (NW),19,Baden
Oberdorf (SO),25,Basel
Oberegg,14,Winterthur
Oberembrach,11,Zürich
Oberems,12,Brig-Glis
Oberengstringen,11,Zürich
Oberentfelden,23,Aarau
Obergerlafingen,25,Basel
Oberglatt,11,Zürich
Obergoms,12,Brig-Glis
Obergösgen,0,Kriens
Oberhallau,14,Winterthur
Oberhelfenschwil,14,Winterthur
Oberhof,3,Muttenz
Oberhofen am Thunersee,7,Köniz
Oberhünigen,7,Köniz
Oberiberg,16,Luzern
Oberkirch,0,Kriens
Oberkulm,23,Aarau
Oberlangenegg,7,Köniz
Oberlunkhofen,23,Aarau
Obermumpf,3,Muttenz
